年,月,日,満1時,満1分,満1高,満2時,満2分,満2高,満3時,満3分,満3高,満4時,満4分,満4高,引1時,引1分,引1高,引2時,引2分,引2高,引3時,引3分,引3高,引4時,引4分,引4高
20,11,28,4,3,156,15,26,166,99,99,999,99,99,999,9,41,89,22,9,33,99,99,999,99,99,999
20,11,29,4,40,164,15,50,169,99,99,999,99,99,999,10,16,92,22,40,23,99,99,999,99,99,999
20,11,30,5,15,169,16,14,171,99,99,999,99,99,999,10,49,96,23,11,16,99,99,999,99,99,999
20,12, 1,5,49,172,16,39,173,99,99,999,99,99,999,11,20,99,23,43,13,99,99,999,99,99,999
20,12, 2,6,25,171,17,5,172,99,99,999,99,99,999,11,51,102,99,99,999,99,99,999,99,99,999
20,12, 3,7,2,168,17,32,170,99,99,999,99,99,999,0,16,12,12,22,106,99,99,999,99,99,999
20,12, 4,7,42,164,18,2,165,99,99,999,99,99,999,0,50,15,12,56,109,99,99,999,99,99,999
20,12, 5,8,27,158,18,36,157,99,99,999,99,99,999,1,28,21,13,35,113,99,99,999,99,99,999
20,12, 6,9,18,153,19,18,147,99,99,999,99,99,999,2,10,29,14,26,116,99,99,999,99,99,999
20,12, 7,10,17,150,20,26,134,99,99,999,99,99,999,3,0,40,15,45,115,99,99,999,99,99,999
20,12, 8,11,19,149,22,27,125,99,99,999,99,99,999,4,3,52,17,41,106,99,99,999,99,99,999
20,12, 9,12,16,152,99,99,999,99,99,999,99,99,999,5,19,64,19,6,88,99,99,999,99,99,999
20,12,10,0,36,128,13,6,156,99,99,999,99,99,999,6,37,73,20,1,66,99,99,999,99,99,999
20,12,11,2,9,140,13,49,162,99,99,999,99,99,999,7,46,81,20,47,44,99,99,999,99,99,999
20,12,12,3,17,155,14,28,169,99,99,999,99,99,999,8,45,88,21,31,23,99,99,999,99,99,999
20,12,13,4,14,167,15,7,175,99,99,999,99,99,999,9,38,94,22,14,7,99,99,999,99,99,999
20,12,14,5,4,175,15,44,180,99,99,999,99,99,999,10,26,100,22,57,-3,99,99,999,99,99,999
20,12,15,5,51,177,16,21,182,99,99,999,99,99,999,11,10,104,23,39,-6,99,99,999,99,99,999
20,12,16,6,35,176,16,58,181,99,99,999,99,99,999,11,51,107,99,99,999,99,99,999,99,99,999
20,12,17,7,18,170,17,34,177,99,99,999,99,99,999,0,20,-3,12,30,108,99,99,999,99,99,999
20,12,18,7,58,163,18,12,169,99,99,999,99,99,999,1,0,5,13,8,108,99,99,999,99,99,999
20,12,19,8,38,156,18,51,158,99,99,999,99,99,999,1,38,18,13,50,107,99,99,999,99,99,999
20,12,20,9,18,150,19,35,145,99,99,999,99,99,999,2,15,32,14,38,105,99,99,999,99,99,999
20,12,21,9,59,146,20,32,130,99,99,999,99,99,999,2,52,48,15,43,103,99,99,999,99,99,999
20,12,22,10,45,143,22,0,118,99,99,999,99,99,999,3,34,63,17,13,97,99,99,999,99,99,999
20,12,23,11,36,143,99,99,999,99,99,999,99,99,999,4,29,78,18,42,85,99,99,999,99,99,999
20,12,24,0,11,114,12,29,144,99,99,999,99,99,999,5,46,90,19,44,70,99,99,999,99,99,999
20,12,25,2,8,121,13,19,146,99,99,999,99,99,999,7,8,98,20,29,54,99,99,999,99,99,999
20,12,26,3,16,133,14,1,150,99,99,999,99,99,999,8,14,101,21,8,40,99,99,999,99,99,999
20,12,27,4,0,144,14,39,154,99,99,999,99,99,999,9,7,103,21,44,27,99,99,999,99,99,999
20,12,28,4,37,154,15,13,159,99,99,999,99,99,999,9,51,103,22,20,16,99,99,999,99,99,999
20,12,29,5,11,161,15,46,164,99,99,999,99,99,999,10,30,103,22,55,7,99,99,999,99,99,999
20,12,30,5,45,165,16,18,168,99,99,999,99,99,999,11,6,102,23,31,2,99,99,999,99,99,999
20,12,31,6,19,166,16,51,170,99,99,999,99,99,999,11,40,101,99,99,999,99,99,999,99,99,999
