年,月,日,満1時,満1分,満1高,満2時,満2分,満2高,満3時,満3分,満3高,満4時,満4分,満4高,引1時,引1分,引1高,引2時,引2分,引2高,引3時,引3分,引3高,引4時,引4分,引4高
20,10,24,12,17,117,19,28,121,99,99,999,99,99,999,3,9,48,15,19,114,99,99,999,99,99,999
20,10,25,13,10,121,21,59,110,99,99,999,99,99,999,4,42,56,18,22,106,99,99,999,99,99,999
20,10,26,13,41,125,99,99,999,99,99,999,99,99,999,6,9,59,19,28,93,99,99,999,99,99,999
20,10,27,0,31,113,14,7,129,99,99,999,99,99,999,7,12,60,20,4,79,99,99,999,99,99,999
20,10,28,1,42,121,14,30,133,99,99,999,99,99,999,7,59,60,20,35,66,99,99,999,99,99,999
20,10,29,2,31,128,14,52,136,99,99,999,99,99,999,8,37,61,21,5,54,99,99,999,99,99,999
20,10,30,3,13,135,15,12,139,99,99,999,99,99,999,9,11,64,21,33,43,99,99,999,99,99,999
20,10,31,3,51,139,15,32,140,99,99,999,99,99,999,9,41,69,22,2,34,99,99,999,99,99,999
20,11, 1,4,28,141,15,52,141,99,99,999,99,99,999,10,10,74,22,30,27,99,99,999,99,99,999
20,11, 2,5,5,140,16,12,142,99,99,999,99,99,999,10,37,79,22,59,23,99,99,999,99,99,999
20,11, 3,5,41,138,16,33,141,99,99,999,99,99,999,11,4,85,23,30,21,99,99,999,99,99,999
20,11, 4,6,20,134,16,55,140,99,99,999,99,99,999,11,30,90,99,99,999,99,99,999,99,99,999
20,11, 5,7,2,128,17,18,136,99,99,999,99,99,999,0,2,23,11,57,96,99,99,999,99,99,999
20,11, 6,7,52,122,17,41,132,99,99,999,99,99,999,0,38,27,12,26,101,99,99,999,99,99,999
20,11, 7,9,1,117,18,7,126,99,99,999,99,99,999,1,21,33,13,6,106,99,99,999,99,99,999
20,11, 8,10,40,116,18,40,117,99,99,999,99,99,999,2,18,40,14,27,110,99,99,999,99,99,999
20,11, 9,12,7,119,20,22,107,99,99,999,99,99,999,3,36,46,17,53,106,99,99,999,99,99,999
20,11,10,12,53,124,23,42,107,99,99,999,99,99,999,5,5,50,19,4,92,99,99,999,99,99,999
20,11,11,13,24,128,99,99,999,99,99,999,99,99,999,6,22,52,19,40,75,99,99,999,99,99,999
20,11,12,1,16,117,13,51,133,99,99,999,99,99,999,7,22,55,20,15,56,99,99,999,99,99,999
20,11,13,2,21,129,14,17,138,99,99,999,99,99,999,8,12,60,20,50,37,99,99,999,99,99,999
20,11,14,3,17,138,14,44,143,99,99,999,99,99,999,8,57,67,21,27,20,99,99,999,99,99,999
20,11,15,4,9,144,15,11,148,99,99,999,99,99,999,9,37,76,22,5,8,99,99,999,99,99,999
20,11,16,5,0,145,15,40,151,99,99,999,99,99,999,10,15,85,22,45,2,99,99,999,99,99,999
20,11,17,5,50,142,16,10,152,99,99,999,99,99,999,10,50,93,23,25,2,99,99,999,99,99,999
20,11,18,6,41,136,16,42,150,99,99,999,99,99,999,11,25,99,99,99,999,99,99,999,99,99,999
20,11,19,7,33,129,17,16,145,99,99,999,99,99,999,0,6,7,12,2,102,99,99,999,99,99,999
20,11,20,8,30,123,17,52,137,99,99,999,99,99,999,0,50,17,12,44,104,99,99,999,99,99,999
20,11,21,9,33,118,18,32,126,99,99,999,99,99,999,1,36,30,13,43,105,99,99,999,99,99,999
20,11,22,10,40,117,19,29,113,99,99,999,99,99,999,2,29,43,15,17,103,99,99,999,99,99,999
20,11,23,11,38,118,21,27,102,99,99,999,99,99,999,3,35,54,17,23,95,99,99,999,99,99,999
20,11,24,12,23,121,99,99,999,99,99,999,99,99,999,4,51,63,18,44,82,99,99,999,99,99,999
20,11,25,0,1,101,12,59,124,99,99,999,99,99,999,6,4,69,19,31,67,99,99,999,99,99,999
20,11,26,1,29,108,13,29,128,99,99,999,99,99,999,7,4,73,20,7,54,99,99,999,99,99,999
20,11,27,2,26,116,13,56,131,99,99,999,99,99,999,7,53,76,20,39,41,99,99,999,99,99,999
20,11,28,3,11,124,14,22,134,99,99,999,99,99,999,8,35,80,21,10,29,99,99,999,99,99,999
20,11,29,3,52,130,14,46,136,99,99,999,99,99,999,9,12,83,21,41,20,99,99,999,99,99,999
20,11,30,4,29,133,15,11,138,99,99,999,99,99,999,9,45,86,22,11,13,99,99,999,99,99,999
20,12, 1,5,6,134,15,37,140,99,99,999,99,99,999,10,17,89,22,43,9,99,99,999,99,99,999
20,12, 2,5,43,133,16,4,140,99,99,999,99,99,999,10,47,92,23,16,8,99,99,999,99,99,999
20,12, 3,6,22,131,16,32,138,99,99,999,99,99,999,11,18,94,23,51,10,99,99,999,99,99,999
20,12, 4,7,4,127,17,1,135,99,99,999,99,99,999,11,51,96,99,99,999,99,99,999,99,99,999
20,12, 5,7,50,123,17,34,129,99,99,999,99,99,999,0,29,14,12,31,98,99,99,999,99,99,999
20,12, 6,8,42,120,18,12,121,99,99,999,99,99,999,1,11,21,13,22,100,99,99,999,99,99,999
20,12, 7,9,40,118,19,7,111,99,99,999,99,99,999,1,59,30,14,41,98,99,99,999,99,99,999
20,12, 8,10,36,119,20,52,101,99,99,999,99,99,999,2,58,40,16,35,91,99,99,999,99,99,999
20,12, 9,11,25,121,23,27,99,99,99,999,99,99,999,4,8,51,18,6,76,99,99,999,99,99,999
20,12,10,12,7,124,99,99,999,99,99,999,99,99,999,5,22,61,19,2,58,99,99,999,99,99,999
20,12,11,1,14,107,12,45,129,99,99,999,99,99,999,6,32,71,19,48,39,99,99,999,99,99,999
20,12,12,2,28,118,13,21,134,99,99,999,99,99,999,7,33,79,20,31,21,99,99,999,99,99,999
20,12,13,3,28,128,13,57,140,99,99,999,99,99,999,8,27,87,21,13,7,99,99,999,99,99,999
20,12,14,4,21,134,14,34,145,99,99,999,99,99,999,9,15,92,21,55,-3,99,99,999,99,99,999
20,12,15,5,10,137,15,12,148,99,99,999,99,99,999,9,58,96,22,36,-7,99,99,999,99,99,999
20,12,16,5,56,136,15,51,149,99,99,999,99,99,999,10,39,97,23,17,-5,99,99,999,99,99,999
20,12,17,6,39,132,16,30,146,99,99,999,99,99,999,11,18,97,23,56,2,99,99,999,99,99,999
20,12,18,7,19,128,17,9,141,99,99,999,99,99,999,11,59,95,99,99,999,99,99,999,99,99,999
20,12,19,7,58,123,17,50,132,99,99,999,99,99,999,0,35,11,12,43,93,99,99,999,99,99,999
20,12,20,8,36,120,18,33,121,99,99,999,99,99,999,1,13,23,13,35,90,99,99,999,99,99,999
20,12,21,9,15,118,19,26,108,99,99,999,99,99,999,1,51,36,14,41,87,99,99,999,99,99,999
20,12,22,9,57,117,20,46,97,99,99,999,99,99,999,2,32,49,16,7,81,99,99,999,99,99,999
20,12,23,10,42,117,23,1,91,99,99,999,99,99,999,3,21,61,17,37,71,99,99,999,99,99,999
20,12,24,11,28,118,99,99,999,99,99,999,99,99,999,4,26,73,18,44,59,99,99,999,99,99,999
20,12,25,1,11,96,12,13,120,99,99,999,99,99,999,5,43,82,19,32,46,99,99,999,99,99,999
20,12,26,2,27,105,12,54,123,99,99,999,99,99,999,6,57,87,20,12,33,99,99,999,99,99,999
20,12,27,3,16,113,13,31,126,99,99,999,99,99,999,7,58,91,20,48,22,99,99,999,99,99,999
20,12,28,3,56,121,14,6,130,99,99,999,99,99,999,8,47,92,21,23,12,99,99,999,99,99,999
20,12,29,4,33,125,14,40,133,99,99,999,99,99,999,9,28,93,21,57,5,99,99,999,99,99,999
20,12,30,5,8,128,15,15,136,99,99,999,99,99,999,10,4,93,22,32,0,99,99,999,99,99,999
20,12,31,5,44,129,15,49,137,99,99,999,99,99,999,10,38,92,23,8,-2,99,99,999,99,99,999
